CourseId,ProfName,Quarter,CRN
DES 178,Katia Vega,202401,44815
DES 179,Gozde Goncu Berk,202401,18936
DES 185,Timothy McNeil,202401,18937
DES 186,Timothy McNeil,202401,18938
DES 226,Brett Snyder,202401,19118
DRA 010,Danika Burmester,202401,19256
DRA 014,Aramo Olaya Álvarez,202401,19261
DRA 014,The Staff,202403,36520
DRA 040A,Diego Martinez-Campos,202401,19286
DRA 040A,Diego Martinez-Campos,202403,36537
DRA 040A,Diego Martinez-Campos,202410,27330
DRA 040B,Erika Tsimbrovsky,202401,19287
DRA 042A,Stuart Carroll,202401,19288
DRA 042A,Stuart Carroll,202403,36539
DRA 042A,Stuart Carroll,202410,27332
DRA 042B,Stuart Carroll,202401,19290
DRA 042B,Stuart Carroll,202403,36541
DRA 042B,Stuart Carroll,202410,27334
DRA 055,Danika Burmester,202401,45004
DRA 120,Michele Leavy,202401,19331
DRA 122A,Margaret Kemp,202401,45025
DRA 124D,Joanne Martin,202401,19332
DRA 126A,Steven Schmidt,202401,19334
DRA 127A,Scott Ebersold,202401,45042
DRA 130,Ethan Hollinger,202401,45038
DRA 140B,Erika Tsimbrovsky,202401,45002
DRA 142,Mary Beth Cavanaugh,202401,19337
DRA 146A,Doria Charlson,202401,45165
DRA 150,Doria Charlson,202401,45166
DRA 175,Julie Wyman,202401,19343
CST 200C,Sunaina Maira,202403,56871
CST 210,Charles Walker,202403,57431
DES 040A,Christina Cogdell,202403,57125
DES 107,Adele Zhang,202403,36240
DES 127B,Beth Ferguson,202403,36252
DES 132A,Celine Caliskaner,202403,36254
DES 135A,Elizabeth Marley,202403,36255
DES 135A,Elizabeth Marley,202410,27051
DES 137B,Jae Yong Suk,202403,57401
DES 141,Pachia Vang,202403,57121
DES 149,Susan Verba,202403,36261
DES 157B,William Mead,202403,36270
DES 160,Pachia Vang,202403,57119
DES 160,Susan Avila,202410,50126
DES 168,Katia Vega,202403,57118
DES 168,Katia Vega,202410,50127
DES 171,Susan Abplanalp,202403,36277
DES 171,Susan Abplanalp,202410,27061
DES 187,Timothy McNeil,202403,36279
DES 222,James Housefield,202403,36388
DES 227,Timothy McNeil,202403,36395
DRA 021A,Michele Leavy,202410,27305
DRA 024,Ian Wallace,202403,57564
DRA 028,Steven Schmidt,202403,36522
DRA 028,Steven Schmidt,202410,27307
DRA 056A,Doria Charlson,202403,57221
DRA 114,Joselle Miller,202403,57225
DRA 124C,Pamila Gray,202403,57226
DRA 128,Ethan Hollinger,202403,57222
DRA 146B,Doria Charlson,202403,57224
CST 200A,Mark Jerng,202410,49674
DES 001,Vega/Housefield,202410,26978
DES 136A,Jae Yong Suk,202410,27052
DES 148,Gozde Goncu Berk,202410,27055
DES 221,Simon Sadler,202410,27171
DES 225,Gozde Goncu Berk,202410,27172
DRA 002,Michele Leavy,202410,27295
DRA 056B,Danika Burmester,202410,27335
DRA 124A,Ian Wallace,202410,27379
DRA 135,Margaret Kemp,202410,27383
DRA 140A,Mary Beth Cavanaugh,202410,27384
DRA 141,Mary Beth Cavanaugh,202410,27385
EAS 088,Kyu Kim,202401,19695
ECL 200BN,Susan Harrison,202401,21013
ECL 205,Louie Yang,202401,21016
ECL 212B,Frances Moore,202401,44330
ECL 216,Williams/Gaudin,202401,45189
ECL 231,Sebastian Schreiber,202401,21017
ECL 296,Jennifer Funk,202401,21030
ECL 296,Jennifer Funk,202403,38122
ECL 296,Jennifer Funk,202410,28905
ECN 001A,Bagher Modjtahedi,202401,21107
ECN 001A,Bagher Modjtahedi,202403,38195
ECN 001A,Bagher Modjtahedi,202410,28985
ECN 001AY,Janine Wilson,202401,21122
ECN 001B,Nicolas Caramp,202401,21130
ECN 001B,Nicolas Caramp,202403,38213
ECN 001B,Shahar Sansani,202410,29009
ECN 100A,Shahar Sansani,202401,21266
ECN 100A,Chi-Hung Liao,202403,38344
ECN 100A,James Bushnell,202410,29039
ECN 100B,Arman Rezaee,202401,21273
ECN 100B,Erich Muehlegger,202403,38352
ECN 100B,Anujit Chakraborty,202410,29047
ECN 101,Paul Bergin,202401,21280
ECN 101,Emile Marin,202403,38360
ECN 101,Emile Marin,202410,29051
ECN 102,Diana Moreira,202401,21292
ECN 102,Diana Moreira,202403,38371
ECN 102,The Staff,202410,29061
ECN 103,Giacomo Bonanno,202401,21298
ECN 106,Giacomo Bonanno,202401,21302
ECN 107,Evangelos Antzoulatos,202401,21306
ECN 107,Erie Boorman,202403,57509
ECN 107,Erie Boorman,202410,29067
ECN 110B,Christopher Meissner,202401,44358
ECN 110B,Christopher Meissner,202403,38379
ECN 115A,Xun Xu,202401,21312
ECN 115A,Stephen Boucher,202403,38387
ECN 115A,Stephen Boucher,202410,29074
ECN 115BY,Janine Wilson,202401,44523
ECN 115BY,Janine Wilson,202410,29084
ECN 122,Andres Mauricio Carvajal Escobar,202401,44479
ECN 122,Giacomo Bonanno,202403,38401
ECN 122,Burkhard Schipper,202410,29092
ECN 131,Monica Singhal,202401,21330
ECN 131,Monica Singhal,202410,29096
ECN 134,Derek Stimel,202401,21334
ECN 135,Derek Stimel,202401,21338
ECN 235B,Athanasios Geromichalos,202410,29165
ECN 240A,Aaron Smith,202401,21489
ECN 240C,Bulat Gafarov,202401,21490
ECN 290,Diana Moreira,202401,21494
ECN 290,Emile Marin,202403,38564
ECN 290,Emile Marin,202410,29171
EDU 081,Kathlan Latimer,202401,22113
EDU 081,Megan Bettis,202403,39199
EDU 081,Kathlan Latimer,202410,29728
EDU 100,Alicia Rusoja,202401,22129
EDU 100,Sophia Mattingly,202403,39222
EDU 100,Alicia Rusoja,202410,29735
EDU 110,Carolynne Beno,202401,22131
EDU 110,Lisa Sullivan,202403,39227
EDU 115,Cagri Guzel,202401,22134
EDU 115,Nicole Sparapani,202403,39231
EDU 115,Yianella Blanco,202410,29744
EDU 120,Carolynne Beno,202401,22136
EDU 120,Carolynne Beno,202403,39232
EDU 122,Sophia Mattingly,202401,44568
EDU 122,Sophia Mattingly,202403,39238
EDU 130,Marcela Cuellar,202401,22139
EDU 150,Sophia Mattingly,202401,22140
EDU 150,Sophia Mattingly,202403,39241
EDU 152,Margarita Jimenez-Silva,202401,22141
EDU 181,Ingrid Salim,202401,22147
EDU 181,Ingrid Salim,202403,39250
EDU 181,Ingrid Salim,202410,29755
EDU 183,Susann Pinter,202401,22148
EDU 183,Susann Pinter,202403,39251
EDU 183,Susann Pinter,202410,29756
EDU 201,Elizabeth Montano,202401,22175
EDU 203,Anthony Albano,202401,44490
EDU 204A,Francisco Martorell,202401,22176
ECL 208,Marissa Baskett,202403,38104
ECL 214,John Durand,202403,38106
ECL 225,Richard Karban,202403,38107
ECN 001AV,Derek Stimel,202403,56992
ECN 001BV,Derek Stimel,202403,38221
ECN 111B,Christopher Meissner,202403,38383
ECN 117,Santiago Perez,202403,38393
ECN 121A,Shahar Sansani,202403,38397
ECN 130,Marianne Bitler,202403,38407
ECN 132,Colin Cameron,202403,38409
ECN 141,Shu Shen,202403,57001
ECN 151A,Jenna Stearns,202403,38418
ECN 151B,Shahar Sansani,202403,38420
ECN 162,Deborah Swenson,202403,57443
ECN 162,Ina Simonovska,202410,29117
ECN 190,Anujit Chakraborty,202403,38425
ECN 190,Colin Cameron,202410,29123
ECN 200C,Giacomo Bonanno,202403,38553
ECN 200F,Nicolas Caramp,202403,38554
ECN 203C,Anujit Chakraborty,202403,38555
ECN 214,Stephen Boucher,202403,57156
ECN 215C,Travis Lybbert,202403,57157
ECN 230C,Bitler/Martorell,202403,38557
ECN 235D,James Cloyne,202403,57519
ECN 240B,Dalia Ghanem,202403,38559
ECN 240E,Oscar Jorda,202403,38560
ECN 240F,Colin Cameron,202403,38561
ECN 250B,Jenna Stearns,202403,38562
ECN 291,Oscar Jorda,202403,38567
EDU 204B,Anthony Albano,202403,39289
ECL 200AN,Fernanda Valdovinos,202410,28888
ECL 224,Tyler Scott,202410,28891
ECL 234,Xiaoli Dong,202410,49626
ECL 245,Monier/Lubell,202410,28892
ECN 111A,Janine Wilson,202410,29068
ECN 121B,Erich Muehlegger,202410,49769
ECN 138,Monica Singhal,202410,29100
ECN 160A,Deborah Swenson,202410,29110
ECN 160B,Paul Bergin,202410,29115
ECN 167,Arman Rezaee,202410,29121
ECN 200A,Burkhard Schipper,202410,29160
ECN 200D,Athanasios Geromichalos,202410,29161
ECN 203A,Andres Mauricio Carvajal Escobar,202410,49773
ECN 210C,Katherine Eriksson,202410,29162
ECN 215A,Rezaee/Carter,202410,29163
ECN 221C,Erich Muehlegger,202410,49774
ECN 230A,Marianne Bitler,202410,29164
ECN 239,Shu Shen,202410,29167
ECN 260B,Paul Bergin,202410,29170
EDU 114,Lee Martin,202410,29743
EDU 119,Anthony Albano,202410,29746
EDU 173,Yuuko Tonkovich,202410,29753
EDU 185,Darnel Degand,202410,29757
EDU 200,Yianella Blanco,202410,29764
EDU 215,Faheemah Mustafaa,202401,44491
EDU 226,Marcela Cuellar,202401,44492
EDU 234,Maisha Winn,202401,45084
EDU 235,Carl Whithaus,202401,44493
EDU 238,Alicia Rusoja,202401,22191
EDU 247,Darnel Degand,202401,22192
EDU 247,Darnel Degand,202410,49944
EDU 294,Rebecca Ambrose,202401,22250
EDU 294,Heidi Ballard,202410,49946
EEC 007,Lance Halsted,202401,22380
EEC 007,Marina Radulaski,202410,29944
EEC 010,Omeed Momeni,202401,22383
EEC 010,Hooman Rashtian,202403,39424
EEC 100,Khaled Abdel-Ghaffar,202401,22397
EEC 100,Weijian Yang,202410,29965
EEC 110A,Travis Kleeburg,202401,22400
EEC 110A,Qun Gu,202403,39445
EEC 112,Stephen Lewis,202401,22401
EEC 130A,William Putnam,202401,22404
EEC 130A,William Putnam,202410,29971
EEC 132B,George Branner,202401,22406
EEC 133,George Branner,202401,45437
EEC 133,William Putnam,202410,49777
EEC 134A,Anhvu Pham,202401,44886
EEC 136B,Rajeevan Amirtharajah,202401,22409
EEC 140AV,Jerry Woodall,202401,22412
EEC 140AV,Jerry Woodall,202410,49780
EEC 150,Hyoyoung Jeong,202401,22413
EEC 150,Khaled Abdel-Ghaffar,202403,39457
EEC 157A,Hooman Rashtian,202401,22414
EEC 170,John Owens,202401,22415
EEC 172,Houman Homayoun,202401,44642
EEC 172,Soheil Ghiasi,202403,39462
EEC 173A,Sen-Ching Cheung,202401,22416
EEC 173A,Muhammad Zubair Shafiq,202410,29987
EEC 174BY,Chen-Nee Chuah,202401,22419
EEC 175B,Avesta Sasan,202401,44645
EEC 180,Venkatesh Akella,202401,22420
EEC 180,Hussain Al-Asaad,202403,39470
EEC 181A,Bevan Baas,202401,22423
EEC 195A,Lance Halsted,202401,22588
EEC 201,Zhi Ding,202401,44646
EEC 205,Jinyi Qi,202401,22652
EEC 211,Qun Gu,202401,44647
EEC 216,Rajeevan Amirtharajah,202401,44648
EEC 231B,Neville Luhmann,202401,44649
EEC 235,Weijian Yang,202401,44650
EEC 238,S J Ben Yoo,202401,44651
EEC 242,Saif Islam,202401,44652
EEC 281,Bevan Baas,202401,44653
EEC 290,Lifeng Lai,202401,22662
EEC 290,Lifeng Lai,202403,39657
EEC 290,Lifeng Lai,202410,30223
ENG 003Y,Vivian Vuong,202401,44746
ENG 003Y,Vivian Vuong,202403,57191
ENG 004,Masakazu Soshi,202401,23137
ENG 004,Masakazu Soshi,202410,30679
ENG 006,Soheil Ghiasi,202401,23141
ENG 006,Rajeevan Amirtharajah,202403,40132
ENG 006,Soheil Ghiasi,202410,30683
ENG 008,Aaron Anderson,202401,23152
ENG 008,Aaron Anderson,202403,40142
ENG 008,Aaron Anderson,202410,30694
ENG 017,Diego Yankelevich,202401,23155
ENG 017,Brian Kolner,202403,40144
ENG 017,Weijian Yang,202410,49710
ENG 035,Mandeep Singh Basson,202401,23157
ENG 035,Mandeep Singh Basson,202403,40147
ENG 035,The Staff,202410,30697
ENG 045,Yayoi Takamura,202401,23162
ENG 045,Susan Gentry,202403,40159
ENG 100,Diego Yankelevich,202401,23173
ENG 100,Qun Gu,202403,40168
ENG 100,Hooman Rashtian,202410,30718
ENG 102,Xinfan Lin,202401,23179
ENG 102,Zhaodan Kong,202403,40170
ENG 102,Sanjay Joshi,202410,30721
ENG 103,Jean-Jacques Chattot,202401,23184
ENG 103,Seongkyu Lee,202403,40174
ENG 103,Narugopal Ghata,202410,30729
ENG 104,John Bolander,202401,23190
ENG 104,Boris Jeremic,202403,40178
ENG 104,Boris Jeremic,202410,30736
ENG 104L,Boris Jeremic,202401,23191
ENG 104L,Sabbie Miller,202403,40179
ENG 105,Ralph Aldredge,202401,23196
ENG 105,The Staff,202403,40183
ENG 106,Andre Daccache,202401,23202
ENG 108,Wenting Gao,202401,23207
ENG 108,The Staff,202403,40188
ENG 108,Dawn McGee,202410,30744
ENG 122,Shima Nazari,202401,44428
ENG 190,Bahram Ravani,202401,23208
ENG 190,Bahram Ravani,202403,40192
ENL 003,Laura Frater,202401,23220
ENL 003,Kirsten Schuhmacher,202403,40206
ENL 003,The Staff,202410,30761
ENL 003A,Megan Arkenberg,202401,23247
ENL 003A,Bethany Qualls,202403,40224
ENL 003A,The Staff,202410,30791
ENL 005F,Luis Avalos,202401,23253
ENL 005F,Rae Gouirand,202403,40230
ENL 005F,Katie Peterson,202410,30799
ENL 005NF,Katie Peterson,202401,23262
ENL 005NF,Jakob Johnson,202403,40237
ENL 005NF,Katie Peterson,202410,30807
ENL 005P,Sarah Lane,202401,23263
ENL 005P,Sarah Lane,202403,40239
ENL 005P,Katie Peterson,202410,30808
ENL 010A,Nicholas Talbott,202401,23266
ENL 010A,Tiffany Werth,202410,30811
ENL 010B,Kathleen Frederickson,202401,23267
ENL 010B,Megan Arkenberg,202403,40244
ENL 010C,Gregory Dobbins,202401,44579
ENL 010C,Matthew Stratton,202403,40248
ENL 010C,Mark Jerng,202410,30815
ENL 040,Tori McCandless,202401,23271
ENL 040,Claire Genesy,202403,40252
ENL 040,Andre Naffis-Sahely,202410,30819
ENL 041,Kenneth Connally,202401,44562
ENL 041,Erin Gray,202410,30822
ENL 045,Jeffrey Solomon,202401,44563
ENL 045,Seeta Chaganti,202410,49714
ENL 052,Gina Bloom,202401,44581
ENL 072,Lishan Az,202401,44943
ENL 100NF,Iris Dunkle,202401,44958
ENL 106,Dana Ferris,202401,23386
ENL 106,The Staff,202410,30935
ENL 110B,Jeffrey Solomon,202401,23389
ENL 110B,Kathleen Frederickson,202403,40340
ENL 110B,Tobias Menely,202410,49718
ENL 113B,Claire Waters,202401,23397
ENL 123,Bethany Qualls,202401,23405
ENL 123,Sal Nicolazzo,202410,49722
ENL 130,Megan Arkenberg,202401,23409
ENL 130,Sal Nicolazzo,202410,49725
ENL 140,Akua Banful,202401,23412
ENL 149,Elizabeth Giardina,202401,23418
ENL 149,Erin Gray,202403,40350
ENL 149,Desiree Martin,202410,30953
ENL 155C,Gregory Dobbins,202401,44591
ENL 158A,Michael Ziser,202401,44592
ENL 159,Alexandra Burgess,202401,23420
ENL 159,Frances Dolan,202410,49727
ENL 168,Joshua Clover,202401,44593
ENL 171,Stephanie Boluk,202401,45242
ENL 172,Patrick Lemieux,202401,45270
ENL 173,Colin Milburn,202401,45352
ENL 173,Colin Milburn,202410,49729
ENL 177,Joshua Clover,202401,44598
ENL 180,Elizabeth Miller,202401,44600
ENL 185A,Wally Wallis,202401,23431
ENL 185C,Kathleen Frederickson,202401,44625
ENL 187A,Akua Banful,202401,44606
ENL 189,Gina Bloom,202401,44628
ENL 189,Frances Dolan,202403,40363
ENL 189,Tiffany Werth,202410,49730
EEC 244,Weijian Yang,202403,57147
EEC 248,Jeremy Munday,202403,57141
EEC 264,Junshan Zhang,202403,57142
EEC 272,Venkatesh Akella,202403,57144
EEC 273,Chen-Nee Chuah,202403,39652
EEC 286,Hussain Al-Asaad,202403,57145
ENG 010,Amir Saeidi,202403,40143
ENG 188,The Staff,202403,40191
ENL 003V,Dalia Barghouty,202403,57551
ENL 043,Frances Dolan,202403,56842
ENL 057,Tobias Menely,202403,57400
ENL 113A,Seeta Chaganti,202403,56630
ENL 115,Kenneth Connally,202403,57370
ENL 120,Sal Nicolazzo,202403,56640
ENL 133,Elizabeth Miller,202403,56641
ENL 137,Gregory Dobbins,202403,56642
ENL 139,Xavier Lee,202403,56643
ENL 142,Alexandra Burgess,202403,56645
ENL 154,Matthew Stratton,202403,56634
ENL 154,Matthew Stratton,202410,49726
ENL 155B,Jeffrey Solomon,202403,56637
ENL 167,Erin Gray,202403,56635
ENL 167,Erin Gray,202410,49728
ENL 179,Ruben Zecena,202403,56647
ENL 184,Hsuan Hsu,202403,40359
ENL 188A,Seeta Chaganti,202403,56646
EDU 211,Jennifer Higgs,202403,56939
EDU 223,Cassandra Hart,202403,56940
EDU 230,Patricia Quijada,202403,56942
EDU 264,Alexis Patterson,202403,56943
EDU 295,Nicole Sparapani,202403,39343
EEC 018,Hussain Al-Asaad,202403,39428
EEC 018,Hussain Al-Asaad,202410,29947
EEC 110B,Omeed Momeni,202403,39446
EEC 111,Rajeevan Amirtharajah,202403,39448
EEC 113,Hooman Rashtian,202403,39449
EEC 118,Travis Kleeburg,202403,39450
EEC 130B,William Putnam,202403,39452
EEC 132C,George Branner,202403,39453
EEC 134B,Anhvu Pham,202403,57098
EEC 135,Brian Kolner,202403,39455
EEC 151,Sen-Ching Cheung,202403,39458
EEC 161,Lifeng Lai,202403,39461
EEC 161,Yubei Chen,202410,29985
EEC 179,Houman Homayoun,202403,57099
EEC 181B,Bevan Baas,202403,39474
EEC 193B,Weijian Yang,202403,57404
EEC 195B,Lance Halsted,202403,39581
EEC 213,Stephen Lewis,202403,57101
EEC 231C,Neville Luhmann,202403,57102
EEC 232B,George Branner,202403,57137
EDU 236,Kevin Gee,202410,29775
EDU 237,Megan Welsh,202410,49943
EDU 270,Rebecca Ambrose,202410,49945
EDU 291,Nicole Sparapani,202410,29815
EEC 105A,The Staff,202410,49776
EEC 132A,George Branner,202410,29972
EEC 136A,Rajeevan Amirtharajah,202410,29975
EEC 145,Erkin Seker,202410,29979
EEC 157AV,A Gundes,202410,49778
EEC 160,Zhi Ding,202410,29984
EEC 174AY,Chen-Nee Chuah,202410,29990
EEC 175A,Avesta Sasan,202410,29991
EEC 196,Hussain Al-Asaad,202410,30119
EEC 200,Erkin Seker,202410,30207
EEC 210,Rajeevan Amirtharajah,202410,30208
EEC 224,Omeed Momeni,202410,30209
EEC 230,Juan Sebastian Gomez Diaz,202410,30210
EEC 234A,Neville Luhmann,202410,49779
EEC 237A,Brian Kolner,202410,30212
EEC 239A,S J Ben Yoo,202410,30213
EEC 250,Bernard Levy,202410,30215
EEC 260,Khaled Abdel-Ghaffar,202410,30217
EEC 270,Venkatesh Akella,202410,30219
EGG 200,The Staff,202410,30353
EGG 201,Alissa Kendall,202410,30354
ENG 001,Ralph Aldredge,202410,30670
ENL 055,The Staff,202410,49715
ENL 105,Seeta Chaganti,202410,49717
ENL 111,Matthew Vernon,202410,30938
ENL 117,Frances Dolan,202410,30942
ENL 125,Gregory Dobbins,202410,49724
ENL 166,Margaret Ronda,202410,30960
ENL 181A,The Staff,202410,50089
ENL 182,Desiree Martin,202410,30964
ENL 185B,The Staff,202410,50092
ENH 125,Sellu/Lieth,202401,23216
ENH 133,Astrid Volder,202401,23218
ENL 233,Mark Jerng,202401,44630
ENL 233,Matthew Vernon,202410,50079
ENL 237,Maceo Montoya,202401,44631
ENL 237,Pamela Houston,202403,40493
ENL 237,Maceo Montoya,202410,31126
ENL 287,Stephanie Boluk,202401,44959
ENL 288,Michael Ziser,202401,23633
ENL 290F,Zinzi Clemmons,202403,40498
ENL 391,Katie Peterson,202401,23794
ENL 391,Zinzi Clemmons,202410,31280
ENT 010,Steven Nadler,202401,23912
ENT 010,Williams/Vannette,202410,50059
ENT 102,Joanna Chiu,202401,23953
ENT 153,Olivia Winokur,202401,23955
ENT 297N,Brian Johnson,202401,24094
ENT 297N,Emily Meineke,202403,40833
ENT 297N,Brian Johnson,202410,31565
ENV 200B,Frances Moore,202401,44207
ENV 201,Tracy Winsor,202401,24164
ENV 203A,Abre Conner,202401,24165
ESM 120,Rebecca Hernandez,202401,24339
ESM 131,Qi Zhang,202401,24348
ESM 141,Andrew Latimer,202401,24349
ESM 186,Yufang Jin,202401,24350
ESP 010,Sean Godwin,202401,24392
ESP 100,Andrew Sih,202401,24401
ESP 100,Susan Harrison,202410,31856
ESP 106,Frances Moore,202401,24407
ESP 110,Daniel Kozar,202401,24408
ESP 111,Anne Todgham,202401,45208
ESP 111,Anne Todgham,202403,41128
ESP 116N,Alyssa Griffin,202401,44525
ESP 121,Marissa Baskett,202401,24412
ESP 162,Michael Springborn,202401,24416
ESP 167,Alan Meier,202401,45043
ESP 178,Mackenzie Johnson,202401,24423
ESP 179,Susan Cayar,202401,24426
ESP 191A,Majdi Abou Najm,202401,24435
ESP 212B,Frances Moore,202401,44308
ESP 275,Mark Agerton,202401,44861
ETX 010,Michele La Merrill,202401,24511
ETX 010,Michele La Merrill,202403,41235
ETX 020,Matthew Wood,202401,24512
ETX 020,Matthew Wood,202410,31953
ETX 030,Matthew Wood,202401,24513
ETX 030,Allison Ehrlich,202403,41236
ETX 040,Brett Poulin,202401,45147
ETX 102A,Alexander McFall,202401,24559
ETX 103A,Sascha Nicklisch,202401,24562
ETX 110,Robert Rice,202401,24564
ETX 138,Karen Riveles,202401,45307
ETX 190,Robert Rice,202403,41281
ETX 190,The Staff,202410,32000
ENH 105,Freer-Smith/Ossola,202403,40201
ENH 160,Valerie Eviner,202403,40204
ENH 160L,Valerie Eviner,202403,40205
ENL 240,Claire Waters,202403,56636
ENL 248,Sal Nicolazzo,202403,57372
ENL 289,Stefan Uhlig,202403,57535
ENL 290NF,Maceo Montoya,202403,40499
ENL 393,Tobias Menely,202403,40630
ENL 393,Tobias Menely,202410,31281
ENT 001,Ullman/Meineke,202403,40696
ENT 001,Emily Meineke,202410,31378
ENT 104,Brian Johnson,202403,40729
ENT 119,Brian Johnson,202403,40731
ENT 156,Steven Nadler,202403,57268
ENT 156L,Steven Nadler,202403,57269
ENT 158,Robert Kimsey,202403,40732
ENT 225,Richard Karban,202403,40803
ENV 200CN,Mark Lubell,202403,56657
ESM 108,Majdi Abou Najm,202403,41074
ESM 118,Isaya Kisekka,202403,41075
ESM 195,Xiaoli Dong,202403,41112
ESP 101,Cristina Moya,202403,41127
ESP 123,The Staff,202403,57264
ESP 150A,Brian Gaylord,202403,56756
ESP 150B,Alyssa Griffin,202403,56757
ESP 151,Steven Sadro,202403,41132
ESP 151L,Steven Sadro,202403,41135
ESP 160,Mackenzie Johnson,202403,41136
ESP 161,Tracy Winsor,202403,41141
ESP 161,Tracy Winsor,202410,31862
ESP 168B,James Sanchirico,202403,56659
ESP 169,Mark Lubell,202403,56658
ESP 171,Susan Handy,202403,41147
ESP 174,Jesus Barajas,202403,41155
ESP 175,Sara Sutherland,202403,41157
ESP 175,Matthew Reimer,202410,31877
ESP 191B,Majdi Abou Najm,202403,41161
ETX 102B,Mathew Hengel,202403,41264
ETX 103B,Christen Grettenberger,202403,41272
ETX 128,Sascha Nicklisch,202403,57530
ETX 150,John Whitehead,202403,41276
ETX 180,Brett Poulin,202403,57423
ETX 214,Ehrlich/Lein,202403,57528
ETX 234,Pamela Lein,202403,41424
ETX 240,John Whitehead,202403,57383
ENH 006,Alessandro Ossola,202410,30756
ENH 100,Alessandro Ossola,202410,30759
ENL 200,Michael Ziser,202410,31125
ENL 252,Elizabeth Miller,202410,50088
ENT 105,Louie Yang,202410,49924
ENT 108,Jason Bond,202410,31422
ENT 108L,Jason Bond,202410,31423
ENT 110,Christian Nansen,202410,31424
ENT 117,James Carey,202410,31425
ENV 224,Tyler Scott,202410,31636
ESM 100,Helen Dahlke,202410,31794
ESM 185,Yufang Jin,202410,31795
ESP 001,Dong/Scott,202410,31836
ESP 163,Gil Tal,202410,50150
ESP 165,Michael Springborn,202410,31867
ESP 166,James Sanchirico,202410,31868
ESP 168A,Frances Moore,202410,31869
ESP 172,Mark Lubell,202410,31874
ETX 101,Matthew Wood,202410,31994
ETX 104,Oteiza De Fraga/Haj,202410,31995
ETX 131,Norman Kado,202410,31996
ETX 220,Qi Zhang,202410,32169
ETX 220L,Qi Zhang,202410,32170
EPI 203,Ana-Maria Iosif,202401,24188
EPI 206,Atwill/Kagawa,202401,24189
EPI 280,Melanie Dove,202401,24194
EPI 290,Martinez Lopez/Bang,202401,24195
EPI 290,Martinez Lopez/Bang,202403,40924
EPI 290,Martinez Lopez/Bang,202410,31664
ETX 278,Glendon Parker,202401,24759
ETX 290,Robert Rice,202403,41433
ETX 290,Christen Grettenberger,202410,32183
EVE 100,Graham Coop,202401,24951
EVE 100,David Begun,202403,41602
EVE 100,David Begun,202410,32350
EVE 101,Jennifer Gremer,202401,24965
EVE 101,Donald Strong,202410,32364
EVE 111,Anne Todgham,202401,45207
EVE 111,Anne Todgham,202403,41620
EVE 112,Eric Sanford,202401,45183
EVE 112L,Eric Sanford,202401,45181
EVE 120,Donald Strong,202401,24980
EXB 106,Douglas Gross,202401,25449
EXB 106,Richard Tucker,202403,42065
EXB 106L,Douglas Gross,202401,25450
EXB 106L,Jennifer Weil,202403,42066
FAP 092C,Christopher Smith,202410,32878
FAP 195,Kris Srinivasan,202401,25550
FMS 176A,Jaimey Fisher,202401,45012
FST 003V,Glen Fox,202401,26002
FST 010,Bwalya Lungu,202401,26005
FST 100B,John German,202401,26042
FST 100C,Stephanie Dungan,202401,26048
FST 101B,Daniela Barile,202401,26051
FST 103,Alyson Mitchell,202401,26058
FST 104,Maria Marco,202401,26063
FST 113,Lungu/Spang,202401,45209
EPI 204,Ezra Morrison,202403,40915
EPI 224,Beatriz Martinez Lopez,202403,57416
EPI 225,Irva Hertz-Picciotto,202403,40918
ETX 281,Ashley Hall,202403,41425
EVE 012,Peter Wainwright,202403,41529
EVE 016,Laci Gerhart,202403,41530
EVE 127,Daniel Potter,202403,56701
EXB 101,Emelie Strandberg,202403,42064
EXB 110,Gerald Zavorsky,202403,42074
FST 001,Bwalya Lungu,202403,42524
FST 055,Audrey Russek,202403,42537
FST 104L,Luxin Wang,202403,42586
FST 109,Luxin Wang,202403,42590
FST 110L,Simmons/Bornhorst,202403,42593
FST 114,David Mills,202403,57205
EPI 202,Danielle Harvey,202410,31658
EPI 205,Pandit/Pry,202410,31659
EPI 209,Irva Hertz-Picciotto,202410,31661
ETX 260,Ehrlich/Miller,202410,32171
ETX 280,Ashley Hall,202410,32172
EVE 013,Gail Patricelli,202410,49660
EVE 102,Graham Coop,202410,49661
EVE 117,Jennifer Gremer,202410,32379
EVE 131,Bruce Rannala,202410,32380
EXB 125,Patten/Joiner,202410,32798
FMS 127,The Staff,202410,32946
FPS 161,You-Lo Hsieh,202410,33000
FST 050,Juliana Leite Nobrega De Moura Bell,202410,33321
FST 100A,Andrew Gravelle,202410,33345
FST 101A,Carolyn Slupsky,202410,33359
FST 102A,Glen Fox,202410,33364
FST 110,Simmons/Bornhorst,202410,33369
FST 117,Julien Delarue,202410,33373
FOR 201B,Ashley Hall,202401,25602
FOR 208,Craig Triebold,202401,25603
FOR 268,Barry Miller,202401,25605
FOR 276,Jeffrey Rodzen,202401,25606
FOR 278,Glendon Parker,202401,25607
FOR 290,Ashley Hall,202401,25608
FOR 290,Pascal Gonzalez,202410,32952
FRE 001,Carmen Mayer,202401,25685
FRE 001,Poonam Vaya,202403,42252
FRE 001,Julia Simon,202410,33022
FRE 002,Carmen Mayer,202401,25688
FRE 002,Julia Simon,202403,42255
FRE 002,Julia Simon,202410,33027
FRE 003,Carmen Mayer,202401,25692
FRE 003,Julia Simon,202403,42257
FRE 003,Julia Simon,202410,33029
FRE 021,Carmen Mayer,202401,25694
