CourseId,ProfName,Quarter,CRN
CHE 110B,Kyle Crabtree,202401,16664
CHE 110B,Kyle Crabtree,202410,24962
CHE 110C,Alexei Stuchebrukhov,202401,16667
CHE 110C,Alexei Stuchebrukhov,202403,34195
CHE 115,Elizabeth Neumann,202401,16668
CHE 118A,Sarah Lievens,202401,16671
CHE 118A,Melekeh Nasiri,202410,24966
CHE 118B,Max Helix,202401,16692
CHE 118B,Mark Mascal,202403,34197
CHE 122,Frank Osterloh,202401,16727
CHE 124A,Jesus Velazquez Mojica,202401,16728
CHE 124A,Marie Anne Heffern,202410,25012
CHE 124B,Susan Kauzlarich,202401,16729
CHE 124L,Frank Osterloh,202401,45237
CHE 124L,Bronte Charette,202403,34256
CHE 125,Matthew Augustine,202401,16730
CHE 125,Matthew Augustine,202403,34257
CHE 128A,Michael Toney,202401,16731
CHE 128A,Cody Pitts,202410,25014
CHE 128B,Peter Beal,202401,16732
CHE 128B,David Olson,202403,34259
CHE 129A,Huitao Ling,202401,16733
CHE 129A,Abdelbasset Farahat,202410,25020
CHE 129B,Melekeh Nasiri,202401,16737
CHE 129B,Melekeh Nasiri,202403,34261
ECH 001,Kuhl/Ristenpart,202401,20106
ECH 001,Ristenpart/Kuhl,202403,37223
ECH 001,Kuhl/Ristenpart,202410,28078
ECH 001Y,Kuhl/Ristenpart,202401,20112
ECH 001Y,Ristenpart/Kuhl,202403,37229
ECH 001Y,Kuhl/Ristenpart,202410,28087
ECH 005,Kuhl/Ristenpart,202401,20122
ECH 142,Coleman Kronawitter,202401,20159
ECH 145A,Jiandi Wan,202401,20160
ECH 148B,Priya Shah,202401,20166
ECH 152A,Glaucia Helena Carvalho do Prado,202401,20167
ECH 155,Moule/Ahn,202401,20169
ECH 158BN,Jason White,202401,45060
ECH 161BN,Gregory Miller,202401,45061
ECH 161C,Carvalho do Prado/Nandi,202401,20182
ECH 253C,Nael El-Farra,202401,20266
ECH 256,Ambarish Kulkarni,202401,20267
ECH 267,Matt Ellis,202401,45441
ECH 290,Tonya Kuhl,202401,20269
ECH 290,Tonya Kuhl,202403,37355
ECH 294,Nandi/Jamison-McClung,202401,20307
ECH 294,Mcdonald/Jamison-McClung,202403,37393
ECH 294,Nandi/Jamison-McClung,202410,28189
BAX 423,Pantelis Loupos,202403,32550
BAX 424,Rahul Makhijani,202403,32552
BAX 443,Olivier Rubel,202403,32553
BAX 453,Sharad Gupta,202403,32555
BAX 463,John Carter,202403,32556
BAX 493,Greta Hsu,202403,32558
BAX 493B,Mak Ahmad,202403,32559
BIM 281,Zawadzki/Jonnal,202403,32950
BIT 001Y,Christine Diepenbrock,202403,33330
BIT 161B,Bennett/Blumwald/Jiang,202403,33386
BIT 188,Dan Kliebenstein,202403,33388
BPH 200B,Thomas Jue,202403,33500
BPH 241,Voss/Faller,202403,33504
BST 224,Shuai Chen,202403,33604
CHA 202,Kenneth Beck,202403,33882
CHE 002C,Bryan Enderle,202403,34003
CHE 002C,Julia Chamberlain,202410,24825
CHE 004C,R Britt,202403,34084
CHE 004C,Chenchen Song,202410,24862
CHE 008A,Melekeh Nasiri,202403,34087
CHE 008A,Max Helix,202410,24863
CHE 105,Donald Land,202403,34187
CHE 105,Tomoyuki Hayashi,202410,24953
CHE 108,James Ames,202403,34191
CHE 110A,Tomoyuki Hayashi,202403,34192
CHE 110A,Kristie Koski,202410,24958
CHE 118C,Max Helix,202403,34220
CHE 124C,Louise Berben,202403,34253
CHE 128C,Sarah Lievens,202403,34260
CHE 128C,Sarah Lievens,202410,25017
ECH 060,Harishankar Manikantan,202403,37240
ECH 143,Brian Higgins,202403,37252
ECH 145B,Jiandi Wan,202403,37253
ECH 152B,Ambarish Kulkarni,202403,37259
ECH 158C,Carvalho do Prado/Nandi,202403,37261
ECH 161L,Gregory Miller,202403,37265
ECH 171,Glaucia Helena Carvalho do Prado,202403,56687
ECH 282,Adam Moule,202403,57595
BAX 421,Mehul Rangwala,202410,23003
BAX 431,Mak Ahmad,202410,23005
BAX 441,Mehul Rangwala,202410,23007
BAX 461,Carrie Beam,202410,23009
BIM 264,Cheemeng Tan,202410,49654
BIM 295,Karen Moxon,202410,23579
BPH 293,John Voss,202410,24120
BST 222,The Staff,202410,24202
CAR 480,The Staff,202410,24305
CHE 010,Louis Longaker,202410,24879
CHE 104,Donald Land,202410,24949
ECH 051,Coleman Kronawitter,202410,28100
ECH 080,Jason White,202410,28101
ECH 140,Shirley Ahn,202410,28115
ECH 141,Jennifer Curtis,202410,28119
ECH 148A,Nael El-Farra,202410,28120
ECH 157,Nael El-Farra,202410,28121
ECH 158AN,Matt Ellis,202410,49794
ECH 161AN,Jason White,202410,49795
ECH 200,Moule/Mason,202410,28149
ECH 252,Shah/Ahn,202410,28150
ECH 253A,Harishankar Manikantan,202410,28151
ECH 259,Jennifer Curtis,202410,28152
ECH 268,Tina Jeoh,202410,50149
CDM 001,Jaimey Fisher,202401,16034
CDM 001,Jeff Fort,202403,33693
CDM 001,Andrew Smith,202410,24330
CDM 041A,Katlin Sweeney,202401,44774
CDM 041BV,Fiamma di Montezemolo,202401,44776
CDM 072,Lishan Az,202401,16043
CDM 121,Jean-Paul Bourelly,202401,45337
CHE 130A,Sheila David,202401,16740
CHE 130A,Whitney Duim,202410,25025
CHE 130B,Justin Siegel,202401,16741
CHE 130B,Dean Tantillo,202403,34267
CHE 145,Donald Land,202401,16743
CHE 150,Jacquelyn Gervay Hague,202401,16745
CHE 150,Xi Chen,202403,34279
CHE 205,Delmar Larsen,202401,17139
CHE 210A,Chenchen Song,202401,17140
CHE 211B,Alexei Stuchebrukhov,202401,17141
CHE 222,Frank Osterloh,202401,17146
CHE 228A,R Britt,202401,45050
CHE 231A,Jared Shaw,202401,17148
CHE 237,Shota Atsumi,202401,17149
CHE 241A,Kristie Koski,202401,45220
CHE 290,Chenchen Song,202401,17333
CHE 290,Chenchen Song,202403,34800
CHE 290,David Goodin,202410,25535
CHE 294,Chenchen Song,202401,17334
CHE 294,Chenchen Song,202403,34801
CHE 296,Gang-Yu Liu,202401,17341
CHE 296,Kit Lam,202403,34807
CHE 296,Justin Siegel,202410,25543
CHE 390,Ozcan Gulacar,202401,17521
CHI 010,Ofelia Cuevas,202401,17543
CHI 010,Ofelia Cuevas,202403,34987
CHI 021,Clarissa Rojas,202401,17559
CHI 021,Clarissa Rojas,202403,35003
CHI 030,Lisceth Brazil-Cruz,202401,17560
CHI 050,Maceo Montoya,202401,17561
CHI 050,Alan Pelaez Lopez,202403,35009
CHI 050,Alan Pelaez Lopez,202410,25745
CHI 060,Virginia Diaz,202401,45064
CHI 070,Gilda Posada,202401,44414
CHI 070,Gilda Posada,202410,25757
CHI 111,Martha Gonzales,202401,17601
CHI 112,Lisceth Brazil-Cruz,202401,17602
CHI 112,Monica Torreiro-Casal,202403,35041
CHI 113,Natalia Deeb Sossa,202401,17603
CHI 114,Natalia Deeb Sossa,202401,44415
CHI 114,Yvonne Hurtado Allen,202403,35042
CHI 120,Monica Torreiro-Casal,202401,17604
CHI 120,Yvette Flores,202403,35043
CHI 122,Monica Torreiro-Casal,202401,17605
CHI 125S,Yvonne Hurtado Allen,202401,17606
CHI 140A,Alvaro Medel-Herrero,202401,17608
CHI 158,Leon Salvatierra,202401,17612
CHI 172,Gilda Posada,202401,17617
CHI 181,Yvonne Hurtado Allen,202401,44418
CHI 181,Virginia Diaz,202403,35053
CHI 181,Martha Gonzales,202410,25807
CHI 184,Daniel Talamantes,202401,17618
CHN 001,I-Chia Lee,202401,17682
CHN 001,Ling-Yu Lu,202403,35122
CHN 001,I-Chia Lee,202410,25887
CHN 002,Binbin Yang,202401,17683
CHN 002,Ling-Yu Lu,202403,35123
CHN 002,Haiqing Yin,202410,25893
CHN 002BL,Haiqing Yin,202401,17687
CHN 003,Binbin Yang,202401,17688
CHN 003,Jiao Li,202403,35124
CHN 003,Ling-Yu Lu,202410,25894
CHN 005,I-Chia Lee,202401,17690
CHN 009,Yutian Tan,202401,17692
CHN 010,Benjamin Fong,202401,44910
CHN 106,Michelle Yeh,202401,44804
CHN 107,Mark Halperin,202401,17716
CHN 110,Yuming He,202401,17718
CHN 112,Ling-Yu Lu,202401,17719
CHN 115,Mark Halperin,202401,17720
CHN 120,Yutian Tan,202401,17721
CHN 120,Yutian Tan,202403,35154
CHN 120,Yutian Tan,202410,25928
CHN 150,Yuming He,202401,45037
CHN 150,Chengzhi Chu,202403,35156
CDM 020,Julian Gatto,202403,33702
CDM 020,Branwen Okpako,202410,24343
CDM 104,Branwen Okpako,202403,33713
CDM 130,Michael Neff,202403,57090
CDM 151,Colin Johnson,202403,33716
CHE 129C,Huitao Ling,202403,34263
CHE 129C,Mark Mascal,202410,25024
CHE 135,Sarah Lievens,202403,34272
CHE 135,Shota Atsumi,202410,25027
CHE 195,Mark Kurth,202403,34461
CHE 195,Mark Kurth,202410,25236
CHE 210B,Bill McCurdy,202403,34619
CHE 216,Dylan Murray,202403,34621
CHE 217,Andrew Fisher,202403,34622
CHE 219,Annaliese Franz,202403,57367
CHE 219L,Annaliese Franz,202403,57368
CHE 231B,Cody Pitts,202403,34626
CHE 241C,Carlito Lebrilla,202403,34628
CHE 295,Mark Kurth,202403,34802
CHE 295,Mark Kurth,202410,25536
CHI 023,Monica Torreiro-Casal,202403,35004
CHI 023,Alvaro Medel-Herrero,202410,25741
CHI 040,Alvaro Medel-Herrero,202403,35006
CHI 042,Gilda Posada,202403,35008
CHI 100,Melissa Moreno,202403,35039
CHI 100,Susy Zepeda,202410,25788
CHI 102A,Lisceth Brazil-Cruz,202403,56760
CHI 110,Yvonne Hurtado Allen,202403,35040
CHI 130,Clarissa Rojas,202403,35045
CHI 130,Martha Gonzales,202410,25795
CHI 132,The Staff,202403,35046
CHI 141,Natalia Deeb Sossa,202403,35048
CHI 157,Leon Salvatierra,202403,35049
CHI 161,Sergio De La Mora,202403,57358
CHI 165,Gilda Posada,202403,56761
CHI 171,Jose Arenas,202403,35052
CHE 262,David Goodin,202410,25420
CHI 073,Gilda Posada,202410,25758
CHI 102C,Michael Singh,202410,25791
CHI 131,Lisceth Brazil-Cruz,202410,25796
CHI 136,The Staff,202410,25797
CHI 148,Susy Zepeda,202410,25800
CHI 150,Lorena Marquez,202410,25801
CHI 155,Leon Salvatierra,202410,25802
CHI 156,Leon Salvatierra,202410,25803
CHI 241,Natalia Deeb Sossa,202410,25856
CHN 001BL,Haiqing Yin,202410,25892
CHN 004,The Staff,202410,25895
CHN 011,Yutian Tan,202410,25897
CHN 104,The Staff,202410,49875
CHN 111,I-Chia Lee,202410,25925
CHN 118,The Staff,202410,25927
CDM 167,Colin Johnson,202401,44780
CDM 171,Stephanie Boluk,202401,45241
CDM 172,Patrick Lemieux,202401,45269
CDM 173,Lishan Az,202401,16062
CDM 176,Adam Wright,202401,16065
CDM 176,Stephanie Boluk,202403,33722
CLA 003,Mike Chin,202401,17784
CLA 010,Shennan Hutton,202401,17790
CLA 010,Melissa Stem,202403,56774
CLA 010,Melissa Stem,202410,26013
CLA 030,Seal/Uhlig,202401,17791
CLA 030,Cruz/Uhlig,202403,35227
CLA 111,Austin Powell,202401,45213
CLA 190,Ralph Hexter,202401,44838
CTS 146B,Nicole Ranganath,202401,18813
ECI 016,Yueyue Fan,202401,20382
ECI 100,Holly Oldroyd,202401,20543
ECI 100,Bassam Younis,202410,28409
ECI 114,Michael Kleeman,202401,20545
ECI 114,Miguel Jaller Martelo,202403,37619
ECI 114,Colleen Bronner,202410,50176
ECI 115,Jonathan Herman,202401,20546
ECI 130,Lijuan Cheng,202401,20547
ECI 132,Aditya Jhunjhunwala,202401,20548
ECI 140B,Jasquelin Pena,202401,44281
ECI 144,Veronica Morales,202401,44282
ECI 149L,Theresa Pistochini,202401,45056
ECI 149N,Pistochini/Corsi,202401,45301
ECI 161,Michael Zhang,202401,20553
ECI 171,Katerina Ziotopoulou,202401,20554
ECI 171,Michael Gardner,202403,37632
ECI 171L,Katerina Ziotopoulou,202401,20555
ECI 171L,Michael Gardner,202403,37633
ECI 178,Somayeh Nassiri,202401,44259
ECI 181,Paul Martin,202401,20563
ECI 193A,Bronner/Loge,202401,20669
ECI 212A,Natarajan Sukumar,202401,20777
ECI 232,Yuk Chai,202401,20778
ECI 235,Sabbie Miller,202401,44283
ECI 237,Lijuan Cheng,202401,20780
ECI 243B,Frank Loge,202401,20783
ECI 245A,Jasquelin Pena,202401,20785
ECI 251,Miguel Jaller Martelo,202401,20787
ECI 273,Jonathan Herman,202401,20788
ECI 276,Levent Kavvas,202401,20790
ECI 276,Levent Kavvas,202410,49884
ECI 281B,Jason Dejong,202401,20793
ECI 292B,Jason Dejong,202401,20858
ECI 295A,Colleen Bronner,202401,45264
ECI 296,Holly Oldroyd,202401,20859
ECI 296,The Staff,202410,28734
CDM 175,Patrick Lemieux,202403,57091
CDM 189,Katlin Sweeney,202403,33723
CDM 189,Branwen Okpako,202410,24360
CLA 001,Timothy Brelinski,202403,56776
CLA 001,John Rundin,202410,50032
CLA 002,John Rundin,202403,56780
CLA 015,Shennan Hutton,202403,56781
CLA 110,Austin Powell,202403,57275
CLA 125,Carey Seal,202403,56782
CLA 173,Alexandra Sofroniew,202403,57340
CTS 040B,Colin Johnson,202403,57093
ECI 123,The Staff,202403,37620
ECI 135,Yuk Chai,202403,37621
ECI 135,Sashi Kunnath,202410,49844
ECI 138,John Bolander,202403,56698
ECI 140CN,Thomas Young,202403,56713
ECI 141,Fabian Bombardelli,202403,37623
ECI 141,Alexander Forrest,202410,28423
ECI 141L,Fabian Bombardelli,202403,37624
ECI 141L,Alexander Forrest,202410,28424
ECI 145,Bassam Younis,202403,37629
ECI 146,Bassam Younis,202403,56700
ECI 153,Yueyue Fan,202403,37630
ECI 153,Yueyue Fan,202410,49850
ECI 164,Alan Jenn,202403,57387
ECI 173,Jason Dejong,202403,37638
ECI 179,Somayeh Nassiri,202403,56712
ECI 182,Aaron Schwartz,202403,37639
ECI 193B,Bronner/Loge,202403,37755
ECI 212B,Boris Jeremic,202403,56704
ECI 216,Natarajan Sukumar,202403,57635
ECI 233,Amit Kanvinde,202403,56696
ECI 238,Sashi Kunnath,202403,56695
ECI 241,Michael Kleeman,202403,37874
ECI 243C,Frank Loge,202403,57483
ECI 252,Miguel Jaller Martelo,202403,57266
ECI 253,Yueyue Fan,202403,37877
ECI 257,Michael Zhang,202403,56692
ECI 261,Veronica Morales,202403,56693
ECI 274,Holly Oldroyd,202403,56691
ECI 274,Holly Oldroyd,202410,49883
ECI 287,Katerina Ziotopoulou,202403,37880
ECI 291,Jasquelin Pena,202403,37948
ECI 292C,Jason Dejong,202403,37949
ECI 295B,Colleen Bronner,202403,57396
CLA 030F,Timothy Brelinski,202410,26015
CLA 051,Colin Webster,202410,50037
CLA 060,Kathleen Cruz,202410,50041
CLA 143,Colin Webster,202410,50042
CTS 040A,Colin Johnson,202410,26920
CTS 146A,Amy Motlagh,202410,26922
ECI 003,Christopher Cappa,202410,28249
ECI 040,Colleen Bronner,202410,28257
ECI 101,Colleen Bronner,202410,28413
ECI 133,Sabbie Miller,202410,28416
ECI 134,Michele Barbato,202410,28417
ECI 137,John Harvey,202410,28418
ECI 140A,Heather Bischel,202410,28419
ECI 142,Levent Kavvas,202410,28427
ECI 162,Kari Watkins,202410,49888
ECI 163,Gil Tal,202410,49876
ECI 175,Katerina Ziotopoulou,202410,28432
ECI 201,Natarajan Sukumar,202410,28654
ECI 211A,Sashi Kunnath,202410,28655
ECI 213,John Bolander,202410,28656
ECI 236,Lijuan Cheng,202410,49949
ECI 243A,Jasquelin Pena,202410,28658
ECI 244A,Alissa Kendall,202410,28660
ECI 247,Michael Kleeman,202410,49881
ECI 256,Michael Zhang,202410,28661
ECI 264A,Alexander Forrest,202410,28663
ECI 267,Jay Lund,202410,28665
ECI 272N,Veronica Morales,202410,49952
ECI 277A,Bassam Younis,202410,49885
ECI 281A,Alejandro Martinez Vela,202410,28667
ECI 285,Somayeh Nassiri,202410,49886
ECI 286,Alejandro Martinez Vela,202410,49887
ECI 292A,Jason Dejong,202410,28733
CGS 001,Jonathan Dorsey,202401,16113
CGS 001,Jonathan Dorsey,202403,33768
CGS 001,Zoe Drayson,202410,24429
CGS 107,Evangelos Antzoulatos,202401,16140
CGS 107,Erie Boorman,202403,57510
CGS 107,Erie Boorman,202410,24459
CLH 204,Fedyk/Fedyk,202403,35270
CMN 001,Alisa Shubb,202401,17886
CMN 001,Alisa Shubb,202403,35294
CMN 001,Alisa Shubb,202410,26112
CMN 003V,Jeanette Ruiz,202401,17904
CMN 003V,John Theobald,202403,35312
CMN 003V,John Theobald,202410,26132
CMN 010V,John Theobald,202401,17919
CMN 010V,John Theobald,202403,35325
CMN 010V,John Theobald,202410,26145
CMN 012Y,Donald Williams,202401,17926
CMN 012Y,Azra Jahanitabesh,202403,35332
CMN 101Y,Bo Feng,202401,44882
CMN 101Y,Cuihua Shen,202403,35356
CMN 102,Laramie Taylor,202401,17958
CMN 102,Laramie Taylor,202403,35360
CMN 102,Jeanette Ruiz,202410,26172
CMN 110,Cuihua Shen,202401,17962
CMN 111,Neha Kumari,202401,17963
CMN 111,The Staff,202403,35364
CMN 112,Samantha Vigil,202401,17964
CMN 112,Supreet Mann,202403,35365
CMN 120,Virginia Hamilton,202401,17966
CMN 120,Virginia Hamilton,202403,35366
CMN 120,Steven Brunner,202410,26178
CMN 122,Steven Brunner,202401,44891
CMN 122,Steven Brunner,202410,26182
CMN 124,Steven Brunner,202401,44892
CMN 124,Steven Brunner,202403,35372
CMN 131,Heather Hether,202401,17971
CMN 131,Heather Hether,202410,26185
CMN 140,Richard Huskey,202401,17972
CMN 140,Narine Yegiyan,202403,35377
CMN 140,Narine Yegiyan,202410,26187
CMN 141,Magdalena Wojcieszak,202401,44893
CMN 141,Magdalena Wojcieszak,202403,35381
CMN 143,Jaeho Cho,202401,44894
CMN 143,Jaeho Cho,202403,35383
CMN 144,Allyson Snyder,202401,45188
CMN 144,Laramie Taylor,202403,35384
CMN 145,Magdalena Wojcieszak,202401,17976
CMN 145,Jaeho Cho,202410,26191
CMN 146,Heather Hether,202401,17977
CMN 147,Drew Cingel,202401,17978
CMN 147,Drew Cingel,202410,26193
CMN 148,John Theobald,202401,17979
CMN 149,Jeanette Ruiz,202401,17980
CMN 149,Jeanette Ruiz,202403,35387
CMN 149,Jeanette Ruiz,202410,49938
CMN 151,Seth Frey,202401,17981
CMN 152V,Seth Frey,202401,44895
CMN 161,Soojong Kim,202401,17982
CMN 161,Soojong Kim,202403,35390
CMN 161,Soojong Kim,202410,26196
CMN 165,Narine Yegiyan,202401,17983
CMN 165,Narine Yegiyan,202403,56889
CMN 165,Narine Yegiyan,202410,26197
CMN 170V,Martin Hilbert,202401,17984
CMN 170V,Martin Hilbert,202410,26198
CMN 174,Neha Kumari,202401,45187
CMN 174,The Staff,202403,35393
CMN 174,Cuihua Shen,202410,26201
CMN 176V,Jorge Pena,202401,17988
CMN 176V,Jorge Pena,202403,35394
CMN 178,Jingwen Zhang,202401,17989
CMN 178,Jingwen Zhang,202403,56890
CMN 178,Jingwen Zhang,202410,26205
CMN 202,Richard Huskey,202401,44896
CMN 213,Seth Frey,202401,45072
CMN 214,Cuihua Shen,202401,44897
CMN 232,Jingwen Zhang,202401,44899
COM 001,Ofir Cahalan,202401,18233
COM 001,Samuel Pizelo,202403,35617
COM 001,The Staff,202410,26353
COM 002,Samuel Pizelo,202401,18236
COM 002,Colin Rankin,202403,35619
COM 002,The Staff,202410,26356
COM 003,Liliya Galenkova-Riggs,202401,18238
COM 003,Sean Sell,202403,35621
COM 003,The Staff,202410,26359
COM 004,Jala Alarja,202401,18240
COM 004,Laura Catterson,202403,35623
COM 004,The Staff,202410,26361
COM 005,Jocelyn Sharlet,202401,18244
COM 005,Noah Guynn,202410,26365
COM 006,Cheri Ross,202401,18250
COM 006,Ralph Hexter,202403,35627
CRD 001,Clare Cannon,202401,18533
CRD 001,Jonathan London,202410,26646
CRD 150,Noli Brazil,202401,18581
CRD 158,Catherine Brinkley,202401,44312
CRD 162,Marjorie Visser,202401,44313
CRD 290,Stephen Wheeler,202401,18639
CRD 290,Stephen Wheeler,202403,36016
CRD 290,The Staff,202410,26753
LTS 001,James McClain,202401,45251
CLH 210Y,Jeffrey Hoch,202403,35273
CLH 220,Alice Tarantal,202403,35275
CMN 114,Richard Huskey,202403,56876
CMN 132,Heather Hether,202403,35375
CMN 136,Virginia Hamilton,202403,35376
CMN 136,Virginia Hamilton,202410,26186
CMN 142,John Theobald,202403,35382
CMN 150V,Martin Hilbert,202403,35388
CMN 172,Steven Brunner,202403,35391
CMN 172,Jorge Pena,202410,26200
CMN 211,Jaeho Cho,202403,56891
CMN 230,Bo Feng,202403,56892
COM 007,Michael Subialka,202403,35633
COM 007,Timothy Parrish,202410,26371
CRD 149,Jonathan London,202403,35971
CRD 152,Sudikshya Bhandari,202403,57022
CRD 171,Robert Wiener,202403,35974
CRD 172,Marjorie Visser,202403,57023
CRD 200,Catherine Brinkley,202403,36014
CGS 134,Yuko Munakata,202410,24460
CLH 212,Fernando Fierro,202410,26078
CMN 101,Virginia Hamilton,202410,26164
CMN 201,Drew Cingel,202410,26267
CMN 233,Jingwen Zhang,202410,49941
CMN 281,Soojong Kim,202410,49942
CRD 020,Ryan Galt,202410,26655
CRD 142,The Staff,202410,26695
CRD 147,Jonathan London,202410,49606
CRD 151,Clare Cannon,202410,49607
CRD 260,The Staff,202410,26752
COM 110,Sheldon Lu,202401,44209
COM 147,Timothy Parrish,202401,44210
COM 153,Sheldon Lu,202401,44211
COM 161B,Zachary Scovel,202401,44212
COM 210,Michael Subialka,202401,18299
COM 210,Archana Venkatesan,202403,35687
COM 210,Cheri Ross,202410,26419
COM 250A,The Staff,202401,18331
COM 250A,Robert Newcomb,202410,26448
COM 250B,The Staff,202401,18359
COM 250B,The Staff,202410,26479
COM 250C,The Staff,202410,26510
COM 390,Cheri Ross,202410,26636
ECS 017,Patrice Koehl,202401,21623
ECS 020,Gabriel Simmons,202401,21626
ECS 020,The Staff,202403,38694
ECS 020,The Staff,202410,29266
ECS 032A,Daryl Posnett,202401,21630
ECS 032A,Matthew Butner,202403,38697
ECS 032B,Siena Saltzen,202401,21639
ECS 032B,Siena Saltzen,202403,38703
ECS 034,Christopher Nitta,202401,44676
ECS 036A,Matthew Butner,202401,21644
ECS 036A,Matthew Bishop,202403,38707
ECS 036B,Francois Gygi,202401,21645
ECS 036B,Felix Wu,202403,38710
ECS 036C,Nicholas Weaver,202401,21649
ECS 036C,Siena Saltzen,202403,38713
ECS 050,Matthew Butner,202401,21652
ECS 050,Nicholas Weaver,202403,38717
ECS 111,Gabriel Simmons,202401,45230
ECS 120,David Doty,202401,21771
ECS 120,Matthew Franklin,202403,38824
ECS 122A,Yelena Frid,202401,21774
ECS 122A,Zhaojun Bai,202403,38828
ECS 122B,Setareh Rafatirad,202401,21779
ECS 122B,Yelena Frid,202403,38831
ECS 129,Patrice Koehl,202401,44613
ECS 132,Yelena Frid,202401,21783
ECS 132,Raissa D'souza,202403,38833
ECS 140A,Aditya Thakur,202401,21785
ECS 140A,Cindy Rubio Gonzalez,202403,38835
ECS 150,Joël Porquet-Lupine,202401,21786
ECS 150,Samuel King,202403,38836
ECS 152A,Sen-Ching Cheung,202401,44817
ECS 154A,Matthew Farrens,202401,21790
ECS 154A,Daryl Posnett,202403,38839
ECS 154B,Jason Lowe-Power,202401,21791
ECS 154B,Matthew Farrens,202403,38840
ECS 160,Daryl Posnett,202401,21792
ECS 163,Dongyu Liu,202401,44620
ECS 164,Hao-Chuan Wang,202401,21793
ECS 165A,Mohammad Sadoghi Hamedani,202401,21794
ECS 170,Ian Davidson,202401,21797
ECS 170,Gabriel Simmons,202403,38843
ECS 171,Maike Sonnewald,202401,45231
ECS 171,Setareh Rafatirad,202403,38844
ECS 179,Joshua McCoy,202401,45248
ECS 188,Siena Saltzen,202401,21798
ECS 188,Matthew Franklin,202403,38846
ECS 193A,Christopher Nitta,202401,21806
ECS 201A,Jason Lowe-Power,202401,21928
ECS 220,David Doty,202401,21929
ECS 231,Zhaojun Bai,202401,44627
ECS 235B,Matthew Bishop,202401,21930
ECS 252,Alexander Gamero Garrido,202401,45232
ECS 260,Vladimir Filkov,202401,21932
ECS 278,Julian Panetta,202401,21935
COM 112,Michiko Suzuki,202403,35647
COM 112,Michiko Suzuki,202410,49699
COM 154,Moradewun Adejunmobi,202403,57385
COM 168A,Stefan Uhlig,202403,35652
COM 173,Archana Venkatesan,202403,56808
COM 195,Cheri Ross,202403,56809
ECS 116,Kurt Eiselt,202403,57502
ECS 117,Yelena Frid,202403,57010
ECS 127,Phil Rogaway,202403,57011
ECS 153,Hao Chen,202403,38838
ECS 158,Joël Porquet-Lupine,202403,38841
CRI 200A,Jeff Fort,202401,44609
CRI 200A,Kathleen Frederickson,202403,56870
CST 200B,Jeff Fort,202401,18727
CST 250,Grace Wang,202401,18729
CST 290,Rana Jaleel,202401,18750
CST 290,Rana Jaleel,202403,36104
CST 290,The Staff,202410,26856
DEB 263,Jamison-McClung/Dandekar,202401,18816
DEB 294,Jamison-McClung/Nandi,202401,18819
DEB 294,Mcdonald/Jamison-McClung,202403,36175
DEB 294,Jamison-McClung/Nandi,202410,26927
DES 014,Susan Abplanalp,202401,18862
DES 014,Susan Abplanalp,202403,36209
DES 014,Susan Abplanalp,202410,26992
DES 015,Melissa Chandon,202401,18865
DES 015,Melissa Chandon,202403,36212
DES 015,Melissa Chandon,202410,26995
DES 016,Matthew Lechowick,202401,18867
DES 016,Matthew Lechowick,202403,36213
DES 016,Matthew Lechowick,202410,26997
DES 021,Matthew Lechowick,202401,18871
DES 021,Matthew Lechowick,202403,36216
DES 021,Matthew Lechowick,202410,27001
DES 040D,Javier Arbona-Homar,202401,44789
DES 050,Hyemi Kang,202401,18881
DES 050,Hyemi Kang,202403,36221
DES 051,Joseph Pierre,202401,18882
DES 051,Joseph Pierre,202403,36222
DES 051,Joseph Pierre,202410,27012
DES 070,Rosemary Kelly,202401,44810
DES 070,Rosemary Kelly,202410,27014
DES 077,Alejandra Ruiz,202401,18883
DES 077,Adele Zhang,202410,27015
DES 111,Tanuja Mishra,202401,18899
DES 111,Lloyd Wheeler,202403,36241
DES 111,Lloyd Wheeler,202410,27032
DES 112,Kathreen Fontecha,202401,18901
DES 112,Kathreen Fontecha,202403,36242
DES 112,Kathreen Fontecha,202410,27034
DES 113,Barbara Molloy,202401,18903
DES 113,Barbara Molloy,202403,36245
DES 113,Barbara Molloy,202410,27037
DES 115,Meg Quarton,202401,18904
DES 115,Morissa Rubin,202403,36246
DES 115,Morissa Rubin,202410,27038
DES 116,Morissa Rubin,202401,18906
DES 116,Meg Quarton,202403,36248
DES 116,Marc Ishisaka-Nolfi,202410,27041
DES 117,Lloyd Wheeler,202401,18908
DES 117,William Mead,202403,36250
DES 117,William Mead,202410,27043
DES 127A,Beth Ferguson,202401,18909
DES 131,Adele Zhang,202401,45413
DES 134B,Akshita Sivakumar,202401,45292
DES 136B,Jae Yong Suk,202401,44812
DES 138,Brett Snyder,202401,44782
DES 143,Susan Avila,202401,18921
DES 150,Joseph Pierre,202401,18925
DES 150,Joseph Pierre,202403,36265
DES 151,Marc Ishisaka-Nolfi,202401,18926
DES 151,Marc Ishisaka-Nolfi,202403,36266
DES 151,Marc Ishisaka-Nolfi,202410,27056
DES 154,Meg Quarton,202401,18928
DES 154,Meg Quarton,202410,27057
DES 157A,William Mead,202401,18930
DES 161,Susan Avila,202401,18932
DES 165,Beth Ferguson,202401,45293
DES 165,Beth Ferguson,202403,36275
DES 166,Thomas Maiorana,202401,44813
DES 166,Thomas Maiorana,202403,36276
